token,label,sentence
at,O,4
the,O,4
notice,O,4
of,O,4
the,O,4
English,O,4
church,O,4
(,O,4
Rev.,O,4
Cuthbert,O,4
Eager,O,4
",",O,4
M.,O,4
A.,O,4
Oxon,O,4
.,O,4
),O,5
",",O,5
that,O,5
was,O,5
the,O,5
only,O,5
other,O,5
decoration,O,5
of,O,5
the,O,5
wall,O,5
.,O,5
“,O,6
Charlotte,O,6
",",O,6
do,O,6
n’t,O,6
you,O,6
feel,O,6
",",O,6
too,O,6
",",O,6
that,O,6
we,O,6
might,O,6
be,O,6
in,O,6
London,O,6
?,O,6
I,O,6
can,O,6
hardly,O,6
believe,O,6
that,O,6
all,O,6
kinds,O,6
of,O,6
other,O,6
things,O,6
are,O,6
just,O,6
outside,O,6
.,O,6
I,O,7
suppose,O,7
it,O,7
is,O,7
one,O,7
’s,O,7
being,O,7
so,O,7
tired,O,7
.,O,7
”,O,8
“,O,8
This,O,8
meat,O,8
has,O,8
surely,O,8
been,O,8
used,O,8
for,O,8
soup,O,8
",",O,8
”,O,8
said,EVENT,8
Miss,O,8
Bartlett,O,8
",",O,8
laying,EVENT,8
down,O,8
her,O,8
fork,O,8
.,O,8
“,O,9
I,O,9
want,O,9
so,O,9
to,O,9
see,O,9
the,O,9
Arno,O,9
.,O,9
The,O,10
rooms,O,10
the,O,10
Signora,O,10
promised,EVENT,10
us,O,10
in,O,10
her,O,10
letter,O,10
would,O,10
have,O,10
looked,O,10
over,O,10
the,O,10
Arno,O,10
.,O,10
The,O,11
Signora,O,11
had,O,11
no,O,11
business,O,11
to,O,11
do,EVENT,11
it,O,11
at,O,11
all,O,11
.,O,11
Oh,O,12
",",O,12
it,O,12
is,O,12
a,O,12
shame,O,12
!,O,12
”,O,12
“,O,12
Any,O,12
nook,O,12
does,O,12
for,O,12
me,O,12
",",O,12
”,O,12
Miss,O,12
Bartlett,O,12
continued,EVENT,12
;,O,12
“,O,12
but,O,12
it,O,12
does,O,12
seem,O,12
hard,O,12
that,O,12
you,O,12
should,O,12
n’t,O,12
have,O,12
a,O,12
view,O,12
.,O,12
”,O,13
Lucy,O,13
felt,O,13
that,O,13
she,O,13
had,O,13
been,O,13
selfish,O,13
.,O,13
“,O,14
Charlotte,O,14
",",O,14
you,O,14
must,O,14
n’t,O,14
spoil,O,14
me,O,14
:,O,14
of,O,14
course,O,14
",",O,14
you,O,14
must,O,14
look,O,14
over,O,14
the,O,14
Arno,O,14
",",O,14
too,O,14
.,O,14
I,O,15
meant,EVENT,15
that,O,15
.,O,15
The,O,16
first,O,16
vacant,O,16
room,O,16
in,O,16
the,O,16
front,O,16
--,O,16
”,O,16
“,O,16
You,O,16
must,O,16
have,O,16
it,O,16
",",O,16
”,O,16
said,EVENT,16
Miss,O,16
Bartlett,O,16
",",O,16
part,O,16
of,O,16
whose,O,16
travelling,O,16
expenses,O,16
were,O,16
paid,EVENT,16
by,O,16
Lucy,O,16
’s,O,16
mother,O,16
--,O,16
a,O,16
piece,O,16
of,O,16
generosity,EVENT,16
to,O,16
which,O,16
she,O,16
made,O,16
many,O,16
a,O,16
tactful,O,16
allusion,O,16
.,O,16
“,O,17
No,O,17
",",O,17
no,O,17
.,O,17
You,O,18
must,O,18
have,O,18
it,O,18
.,O,18
”,O,19
“,O,19
I,O,19
insist,EVENT,19
on,O,19
it,O,19
.,O,19
Your,O,20
mother,O,20
would,O,20
never,O,20
forgive,O,20
me,O,20
",",O,20
Lucy,O,20
.,O,20
”,O,21
“,O,21
She,O,21
would,O,21
never,O,21
forgive,O,21
me,O,21
.,O,21
”,O,22
The,O,22
ladies,O,22
’,O,22
voices,O,22
grew,O,22
animated,EVENT,22
",",O,22
and,O,22
--,O,22
if,O,22
the,O,22
sad,O,22
truth,O,22
be,O,22
owned,O,22
--,O,22
a,O,22
little,O,22
peevish,EVENT,22
.,O,22
They,O,23
were,O,23
tired,O,23
",",O,23
and,O,23
under,O,23
the,O,23
guise,EVENT,23
of,O,23
unselfishness,O,23
they,O,23
wrangled,EVENT,23
.,O,23
Some,O,24
of,O,24
their,O,24
neighbours,O,24
interchanged,O,24
glances,EVENT,24
",",O,24
and,O,24
one,O,24
of,O,24
them,O,24
--,O,24
one,O,24
of,O,24
the,O,24
ill-bred,O,24
people,O,24
whom,O,24
one,O,24
does,O,24
meet,O,24
abroad,O,24
--,O,24
leant,EVENT,24
forward,O,24
over,O,24
the,O,24
table,O,24
and,O,24
actually,O,24
intruded,O,24
into,O,24
their,O,24
argument,O,24
.,O,24
He,O,25
said,EVENT,25
:,O,25
“,O,25
I,O,25
have,O,25
a,O,25
view,O,25
",",O,25
I,O,25
have,O,25
a,O,25
view,O,25
.,O,25
”,O,26
Miss,O,26
Bartlett,O,26
was,O,26
startled,EVENT,26
.,O,26
Generally,O,27
at,O,27
a,O,27
pension,O,27
people,O,27
looked,O,27
them,O,27
over,O,27
for,O,27
a,O,27
day,O,27
or,O,27
two,O,27
before,O,27
speaking,O,27
",",O,27
and,O,27
often,O,27
did,O,27
not,O,27
find,O,27
out,O,27
that,O,27
they,O,27
would,O,27
“,O,27
do,O,27
”,O,27
till,O,27
they,O,27
had,O,27
gone,O,27
.,O,27
She,O,28
knew,O,28
that,O,28
the,O,28
intruder,O,28
was,O,28
ill-bred,O,28
",",O,28
even,O,28
before,O,28
she,O,28
glanced,EVENT,28
at,O,28
him,O,28
.,O,28
He,O,29
was,O,29
an,O,29
old,O,29
man,O,29
",",O,29
of,O,29
heavy,O,29
build,O,29
",",O,29
with,O,29
a,O,29
fair,O,29
",",O,29
shaven,O,29
face,O,29
and,O,29
large,O,29
eyes,O,29
.,O,29
There,O,30
was,O,30
something,O,30
childish,O,30
in,O,30
those,O,30
eyes,O,30
",",O,30
though,O,30
it,O,30
was,O,30
not,O,30
the,O,30
childishness,O,30
of,O,30
senility,O,30
.,O,30
What,O,31
exactly,O,31
it,O,31
was,O,31
Miss,O,31
Bartlett,O,31
did,O,31
not,O,31
stop,O,31
to,O,31
consider,O,31
",",O,31
for,O,31
her,O,31
glance,EVENT,31
passed,O,31
on,O,31
to,O,31
his,O,31
clothes,O,31
.,O,31
These,O,32
did,O,32
not,O,32
attract,O,32
her,O,32
.,O,32
He,O,33
was,O,33
probably,O,33
trying,O,33
to,O,33
become,O,33
acquainted,O,33
with,O,33
them,O,33
before,O,33
they,O,33
got,O,33
into,O,33
the,O,33
swim,O,33
.,O,33
So,O,34
she,O,34
assumed,O,34
a,O,34
dazed,O,34
expression,EVENT,34
when,O,34
he,O,34
spoke,EVENT,34
to,O,34
her,O,34
",",O,34
and,O,34
then,O,34
said,EVENT,34
:,O,34
“,O,34
A,O,34
view,O,34
?,O,34
Oh,O,34
",",O,34
a,O,34
view,O,34
!,O,34
How,O,34
delightful,O,34
a,O,34
view,O,34
is,O,34
!,O,34
”,O,34
“,O,34
This,O,34
is,O,34
my,O,34
son,O,34
",",O,34
”,O,34
said,EVENT,34
the,O,34
old,O,34
man,O,34
;,O,34
“,O,34
his,O,34
name,O,34
’s,O,34
George,O,34
.,O,34
He,O,35
has,O,35
a,O,35
view,O,35
too,O,35
.,O,35
”,O,36
“,O,36
Ah,O,36
",",O,36
”,O,36
said,EVENT,36
Miss,O,36
Bartlett,O,36
",",O,36
repressing,EVENT,36
Lucy,O,36
",",O,36
who,O,36
was,O,36
about,O,36
to,O,36
speak,O,36
.,O,36
“,O,37
What,O,37
I,O,37
mean,O,37
",",O,37
”,O,37
he,O,37
continued,EVENT,37
",",O,37
“,O,37
is,O,37
that,O,37
you,O,37
can,O,37
have,O,37
our,O,37
rooms,O,37
",",O,37
and,O,37
we,O,37
’ll,O,37
have,O,37
yours,O,37
.,O,37
We,O,38
’ll,O,38
change,O,38
.,O,38
”,O,39
The,O,39
better,O,39
class,O,39
of,O,39
tourist,O,39
was,O,39
shocked,EVENT,39
at,O,39
this,O,39
",",O,39
and,O,39
sympathized,EVENT,39
with,O,39
the,O,39
new-comers,O,39
.,O,39
Miss,O,40
Bartlett,O,40
",",O,40
in,O,40
reply,EVENT,40
",",O,40
opened,EVENT,40
her,O,40
mouth,O,40
as,O,40
little,O,40
as,O,40
possible,O,40
",",O,40
and,O,40
said,EVENT,40
“,O,40
Thank,O,40
you,O,40
very,O,40
much,O,40
indeed,O,40
;,O,40
that,O,40
is,O,40
out,O,40
of,O,40
the,O,40
question,O,40
.,O,40
”,O,41
“,O,41
Why,O,41
?,O,41
”,O,41
said,EVENT,41
the,O,41
old,O,41
man,O,41
",",O,41
with,O,41
both,O,41
fists,O,41
on,O,41
the,O,41
table,O,41
.,O,41
“,O,42
Because,O,42
it,O,42
is,O,42
quite,O,42
out,O,42
of,O,42
the,O,42
question,O,42
",",O,42
thank,O,42
you,O,42
.,O,42
”,O,43
“,O,43
You,O,43
see,O,43
",",O,43
we,O,43
do,O,43
n’t,O,43
like,O,43
to,O,43
take,O,43
--,O,43
”,O,43
began,EVENT,43
Lucy,O,43
.,O,43
Her,O,44
cousin,O,44
again,O,44
repressed,EVENT,44
her,O,44
.,O,44
“,O,45
But,O,45
why,O,45
?,O,45
”,O,45
he,O,45
persisted,EVENT,45
.,O,45
“,O,46
Women,O,46
like,O,46
looking,O,46
at,O,46
a,O,46
view,O,46
;,O,46
men,O,46
do,O,46
n’t,O,46
.,O,46
”,O,47
And,O,47
he,O,47
thumped,EVENT,47
with,O,47
his,O,47
fists,O,47
like,O,47
a,O,47
naughty,O,47
child,O,47
",",O,47
and,O,47
turned,EVENT,47
to,O,47
his,O,47
son,O,47
",",O,47
saying,EVENT,47
",",O,47
“,O,47
George,O,47
",",O,47
persuade,O,47
them,O,47
!,O,47
”,O,47
“,O,47
It,O,47
’s,O,47
so,O,47
obvious,O,47
they,O,47
should,O,47
have,O,47
the,O,47
rooms,O,47
",",O,47
”,O,47
said,EVENT,47
the,O,47
son,O,47
.,O,47
“,O,48
There,O,48
’s,O,48
nothing,O,48
else,O,48
to,O,48
say,O,48
.,O,48
”,O,49
He,O,49
did,O,49
not,O,49
look,O,49
at,O,49
the,O,49
ladies,O,49
as,O,49
he,O,49
spoke,EVENT,49
",",O,49
but,O,49
his,O,49
voice,O,49
was,O,49
perplexed,O,49
and,O,49
sorrowful,O,49
.,O,49
Lucy,O,50
",",O,50
too,O,50
",",O,50
was,O,50
perplexed,O,50
;,O,50
but,O,50
she,O,50
saw,EVENT,50
that,O,50
they,O,50
were,O,50
in,O,50
for,O,50
what,O,50
is,O,50
known,O,50
as,O,50
“,O,50
quite,O,50
a,O,50
scene,O,50
",",O,50
”,O,50
and,O,50
she,O,50
had,O,50
an,O,50
odd,O,50
feeling,EVENT,50
that,O,50
whenever,O,50
these,O,50
ill-bred,O,50
tourists,O,50
spoke,O,50
the,O,50
contest,O,50
widened,O,50
and,O,50
deepened,O,50
till,O,50
it,O,50
dealt,O,50
",",O,50
not,O,50
with,O,50
rooms,O,50
and,O,50
views,O,50
",",O,50
but,O,50
with,O,50
--,O,50
well,O,50
",",O,50
with,O,50
something,O,50
quite,O,50
different,O,50
",",O,50
whose,O,50
existence,O,50
she,O,50
had,O,50
not,O,50
realized,O,50
before,O,50
.,O,50
Now,O,51
the,O,51
old,O,51
man,O,51
attacked,EVENT,51
Miss,O,51
Bartlett,O,51
almost,O,51
violently,O,51
:,O,51
Why,O,51
should,O,51
she,O,51
not,O,51
change,O,51
?,O,51
What,O,51
possible,O,51
objection,O,51
had,O,51
she,O,51
?,O,51
They,O,51
would,O,51
clear,O,51
out,O,51
in,O,51
half,O,51
an,O,51
hour,O,51
.,O,51
Miss,O,52
Bartlett,O,52
",",O,52
though,O,52
skilled,O,52
in,O,52
the,O,52
delicacies,O,52
of,O,52
conversation,O,52
",",O,52
was,O,52
powerless,O,52
in,O,52
the,O,52
presence,O,52
of,O,52
brutality,O,52
.,O,52
It,O,53
was,O,53
impossible,O,53
to,O,53
snub,O,53
any,O,53
one,O,53
so,O,53
gross,O,53
.,O,53
Her,O,54
face,O,54
reddened,EVENT,54
with,O,54
displeasure,EVENT,54
.,O,54
She,O,55
looked,EVENT,55
around,O,55
as,O,55
much,O,55
as,O,55
to,O,55
say,O,55
",",O,55
“,O,55
Are,O,55
you,O,55
all,O,55
like,O,55
this,O,55
?,O,55
”,O,55
And,O,55
two,O,55
little,O,55
old,O,55
ladies,O,55
",",O,55
who,O,55
were,O,55
sitting,O,55
further,O,55
up,O,55
the,O,55
table,O,55
",",O,55
with,O,55
shawls,O,55
hanging,O,55
over,O,55
the,O,55
backs,O,55
of,O,55
the,O,55
chairs,O,55
",",O,55
looked,EVENT,55
back,O,55
",",O,55
clearly,O,55
indicating,O,55
“,O,55
We,O,55
are,O,55
not,O,55
;,O,55
we,O,55
are,O,55
genteel,O,55
.,O,55
”,O,56
“,O,56
Eat,O,56
your,O,56
dinner,O,56
",",O,56
dear,O,56
",",O,56
”,O,56
she,O,56
said,EVENT,56
to,O,56
Lucy,O,56
",",O,56
and,O,56
began,O,56
to,O,56
toy,EVENT,56
again,O,56
with,O,56
the,O,56
meat,O,56
that,O,56
she,O,56
had,O,56
once,O,56
censured,EVENT,56
.,O,56
Lucy,O,57
mumbled,EVENT,57
that,O,57
those,O,57
seemed,O,57
very,O,57
odd,O,57
people,O,57
opposite,O,57
.,O,57
“,O,58
Eat,O,58
your,O,58
dinner,O,58
",",O,58
dear,O,58
.,O,58
This,O,59
pension,O,59
is,O,59
a,O,59
failure,O,59
.,O,59
To-morrow,O,60
we,O,60
will,O,60
make,O,60
a,O,60
change,O,60
.,O,60
”,O,61
Hardly,O,61
had,O,61
she,O,61
announced,EVENT,61
this,O,61
fell,O,61
decision,EVENT,61
when,O,61
she,O,61
reversed,EVENT,61
it,O,61
.,O,61
The,O,62
curtains,O,62
at,O,62
the,O,62
end,O,62
of,O,62
the,O,62
room,O,62
parted,EVENT,62
",",O,62
and,O,62
revealed,EVENT,62
a,O,62
clergyman,O,62
",",O,62
stout,O,62
but,O,62
attractive,O,62
",",O,62
who,O,62
hurried,EVENT,62
forward,O,62
to,O,62
take,O,62
his,O,62
place,O,62
at,O,62
the,O,62
table,O,62
",",O,62
cheerfully,O,62
apologizing,EVENT,62
for,O,62
his,O,62
lateness,EVENT,62
.,O,62
Lucy,O,63
",",O,63
who,O,63
had,O,63
not,O,63
yet,O,63
acquired,O,63
decency,O,63
",",O,63
at,O,63
once,O,63
rose,O,63
to,O,63
her,O,63
feet,O,63
",",O,63
exclaiming,EVENT,63
:,O,63
“,O,63
Oh,O,63
",",O,63
oh,O,63
!,O,63
Why,O,63
",",O,63
it,O,63
’s,O,63
Mr.,O,63
Beebe,O,63
!,O,63
Oh,O,63
",",O,63
how,O,63
perfectly,O,63
lovely,O,63
!,O,63
Oh,O,63
",",O,63
Charlotte,O,63
",",O,63
we,O,63
must,O,63
stop,O,63
now,O,63
",",O,63
however,O,63
bad,O,63
the,O,63
rooms,O,63
are,O,63
.,O,63
Oh,O,64
!,O,64
”,O,64
Miss,O,64
Bartlett,O,64
said,EVENT,64
",",O,64
with,O,64
more,O,64
restraint,O,64
:,O,64
“,O,64
How,O,64
do,O,64
you,O,64
do,O,64
",",O,64
Mr.,O,64
Beebe,O,64
?,O,64
I,O,64
expect,EVENT,64
that,O,64
you,O,64
have,O,64
forgotten,O,64
us,O,64
:,O,64
Miss,O,64
Bartlett,O,64
and,O,64
Miss,O,64
Honeychurch,O,64
",",O,64
who,O,64
were,O,64
at,O,64
Tunbridge,O,64
Wells,O,64
when,O,64
you,O,64
helped,EVENT,64
the,O,64
Vicar,O,64
of,O,64
St.,O,64
Peter,O,64
’s,O,64
that,O,64
very,O,64
cold,O,64
Easter,O,64
.,O,64
”,O,65
The,O,65
clergyman,O,65
",",O,65
who,O,65
had,O,65
the,O,65
air,O,65
of,O,65
one,O,65
on,O,65
a,O,65
holiday,O,65
",",O,65
did,O,65
not,O,65
remember,O,65
the,O,65
ladies,O,65
quite,O,65
as,O,65
clearly,O,65
as,O,65
they,O,65
remembered,EVENT,65
him,O,65
.,O,65
But,O,66
he,O,66
came,O,66
forward,EVENT,66
pleasantly,O,66
enough,O,66
and,O,66
accepted,EVENT,66
the,O,66
chair,O,66
into,O,66
which,O,66
he,O,66
was,O,66
beckoned,EVENT,66
by,O,66
Lucy,O,66
.,O,66
“,O,67
I,O,67
AM,O,67
so,O,67
glad,EVENT,67
to,O,67
see,EVENT,67
you,O,67
",",O,67
”,O,67
said,EVENT,67
the,O,67
girl,O,67
",",O,67
who,O,67
was,O,67
in,O,67
a,O,67
state,O,67
of,O,67
spiritual,O,67
starvation,O,67
",",O,67
and,O,67
would,O,67
have,O,67
been,O,67
glad,O,67
to,O,67
see,O,67
the,O,67
waiter,O,67
if,O,67
her,O,67
cousin,O,67
had,O,67
permitted,O,67
it,O,67
.,O,67
“,O,68
Just,O,68
fancy,O,68
how,O,68
small,O,68
the,O,68
world,O,68
is,O,68
.,O,68
Summer,O,69
Street,O,69
",",O,69
too,O,69
",",O,69
makes,O,69
it,O,69
so,O,69
specially,O,69
funny,O,69
.,O,69
”,O,70
“,O,70
Miss,O,70
Honeychurch,O,70
lives,O,70
in,O,70
the,O,70
parish,O,70
of,O,70
Summer,O,70
Street,O,70
",",O,70
”,O,70
said,EVENT,70
Miss,O,70
Bartlett,O,70
",",O,70
filling,EVENT,70
up,O,70
the,O,70
gap,O,70
",",O,70
“,O,70
and,O,70
she,O,70
happened,O,70
to,O,70
tell,EVENT,70
me,O,70
in,O,70
the,O,70
course,O,70
of,O,70
conversation,EVENT,70
that,O,70
you,O,70
have,O,70
just,O,70
accepted,EVENT,70
the,O,70
living,O,70
--,O,70
”,O,70
“,O,70
Yes,O,70
",",O,70
I,O,70
heard,EVENT,70
from,O,70
mother,O,70
so,O,70
last,O,70
week,O,70
.,O,70
She,O,71
did,O,71
n’t,O,71
know,O,71
that,O,71
I,O,71
knew,O,71
you,O,71
at,O,71
Tunbridge,O,71
Wells,O,71
;,O,71
but,O,71
I,O,71
wrote,EVENT,71
back,O,71
at,O,71
once,O,71
",",O,71
and,O,71
I,O,71
said,EVENT,71
:,O,71
‘,O,71
Mr.,O,71
Beebe,O,71
is,O,71
--,O,71
’”,O,71
“,O,71
Quite,O,71
right,O,71
",",O,71
”,O,71
said,EVENT,71
the,O,71
clergyman,O,71
.,O,71
“,O,72
I,O,72
move,O,72
into,O,72
the,O,72
Rectory,O,72
at,O,72
Summer,O,72
Street,O,72
next,O,72
June,O,72
.,O,72
I,O,73
am,O,73
lucky,O,73
to,O,73
be,O,73
appointed,EVENT,73
to,O,73
such,O,73
a,O,73
charming,O,73
neighbourhood,O,73
.,O,73
”,O,74
“,O,74
Oh,O,74
",",O,74
how,O,74
glad,O,74
I,O,74
am,O,74
!,O,74
The,O,74
name,O,74
of,O,74
our,O,74
house,O,74
is,O,74
Windy,O,74
Corner,O,74
.,O,74
”,O,75
Mr.,O,75
Beebe,O,75
bowed,EVENT,75
.,O,75
“,O,76
There,O,76
is,O,76
mother,O,76
and,O,76
me,O,76
generally,O,76
",",O,76
and,O,76
my,O,76
brother,O,76
",",O,76
though,O,76
it,O,76
’s,O,76
not,O,76
often,O,76
we,O,76
get,O,76
him,O,76
to,O,76
ch,O,76
----,O,76
The,O,76
church,O,76
is,O,76
rather,O,76
far,O,76
off,O,76
",",O,76
I,O,76
mean,O,76
.,O,76
”,O,77
“,O,77
Lucy,O,77
",",O,77
dearest,O,77
",",O,77
let,O,77
Mr.,O,77
Beebe,O,77
eat,O,77
his,O,77
dinner,O,77
.,O,77
”,O,78
“,O,78
I,O,78
am,O,78
eating,EVENT,78
it,O,78
",",O,78
thank,O,78
you,O,78
",",O,78
and,O,78
enjoying,EVENT,78
it,O,78
.,O,78
”,O,79
He,O,79
preferred,EVENT,79
to,O,79
talk,O,79
to,O,79
Lucy,O,79
",",O,79
whose,O,79
playing,EVENT,79
he,O,79
remembered,EVENT,79
",",O,79
rather,O,79
than,O,79
to,O,79
Miss,O,79
Bartlett,O,79
",",O,79
who,O,79
probably,O,79
remembered,O,79
his,O,79
sermons,O,79
.,O,79
He,O,80
asked,EVENT,80
the,O,80
girl,O,80
whether,O,80
she,O,80
knew,O,80
Florence,O,80
well,O,80
",",O,80
and,O,80
was,O,80
informed,EVENT,80
at,O,80
some,O,80
length,O,80
that,O,80
she,O,80
had,O,80
never,O,80
been,O,80
there,O,80
before,O,80
.,O,80
It,O,81
is,O,81
delightful,O,81
to,O,81
advise,O,81
a,O,81
newcomer,O,81
",",O,81
and,O,81
he,O,81
was,O,81
first,O,81
in,O,81
the,O,81
field,O,81
.,O,81
“,O,82
Do,O,82
n’t,O,82
neglect,O,82
the,O,82
country,O,82
round,O,82
",",O,82
”,O,82
his,O,82
advice,EVENT,82
concluded,O,82
.,O,82
“,O,83
The,O,83
first,O,83
fine,O,83
afternoon,O,83
drive,O,83
up,O,83
to,O,83
Fiesole,O,83
",",O,83
and,O,83
round,O,83
by,O,83
Settignano,O,83
",",O,83
or,O,83
something,O,83
of,O,83
that,O,83
sort,O,83
.,O,83
”,O,84
“,O,84
No,O,84
!,O,84
”,O,84
cried,EVENT,84
a,O,84
voice,O,84
from,O,84
the,O,84
top,O,84
of,O,84
the,O,84
table,O,84
.,O,84
“,O,85
Mr.,O,85
Beebe,O,85
",",O,85
you,O,85
are,O,85
wrong,O,85
.,O,85
The,O,86
first,O,86
fine,O,86
afternoon,O,86
your,O,86
ladies,O,86
must,O,86
go,O,86
to,O,86
Prato,O,86
.,O,86
”,O,87
“,O,87
That,O,87
lady,O,87
looks,O,87
so,O,87
clever,O,87
",",O,87
”,O,87
whispered,EVENT,87
Miss,O,87
Bartlett,O,87
to,O,87
her,O,87
cousin,O,87
.,O,87
“,O,88
We,O,88
are,O,88
in,O,88
luck,O,88
.,O,88
”,O,89
And,O,89
",",O,89
indeed,O,89
",",O,89
a,O,89
perfect,O,89
torrent,O,89
of,O,89
information,O,89
burst,EVENT,89
on,O,89
them,O,89
.,O,89
People,O,90
told,EVENT,90
them,O,90
what,O,90
to,O,90
see,O,90
",",O,90
when,O,90
to,O,90
see,O,90
it,O,90
",",O,90
how,O,90
to,O,90
stop,O,90
the,O,90
electric,O,90
trams,O,90
",",O,90
how,O,90
to,O,90
get,O,90
rid,O,90
of,O,90
the,O,90
beggars,O,90
",",O,90
how,O,90
much,O,90
to,O,90
give,O,90
for,O,90
a,O,90
vellum,O,90
blotter,O,90
",",O,90
how,O,90
much,O,90
the,O,90
place,O,90
would,O,90
grow,O,90
upon,O,90
them,O,90
.,O,90
The,O,91
Pension,O,91
Bertolini,O,91
had,O,91
decided,EVENT,91
",",O,91
almost,O,91
enthusiastically,O,91
",",O,91
that,O,91
they,O,91
would,O,91
do,O,91
.,O,91
Whichever,O,92
way,O,92
they,O,92
looked,EVENT,92
",",O,92
kind,O,92
ladies,O,92
smiled,EVENT,92
and,O,92
shouted,EVENT,92
at,O,92
them,O,92
.,O,92
And,O,93
above,O,93
all,O,93
rose,O,93
the,O,93
voice,O,93
of,O,93
the,O,93
clever,O,93
lady,O,93
",",O,93
crying,EVENT,93
:,O,93
“,O,93
Prato,O,93
!,O,93
They,O,93
must,O,93
go,O,93
to,O,93
Prato,O,93
.,O,93
That,O,94
place,O,94
is,O,94
too,O,94
sweetly,O,94
squalid,O,94
for,O,94
words,O,94
.,O,94
I,O,95
love,O,95
it,O,95
;,O,95
I,O,95
revel,O,95
in,O,95
shaking,O,95
off,O,95
the,O,95
trammels,O,95
of,O,95
respectability,O,95
",",O,95
as,O,95
you,O,95
know,O,95
.,O,95
”,O,96
The,O,96
young,O,96
man,O,96
named,O,96
George,O,96
glanced,EVENT,96
at,O,96
the,O,96
clever,O,96
lady,O,96
",",O,96
and,O,96
then,O,96
returned,EVENT,96
moodily,O,96
to,O,96
his,O,96
plate,O,96
.,O,96
Obviously,O,97
he,O,97
and,O,97
his,O,97
father,O,97
did,O,97
not,O,97
do,O,97
.,O,97
Lucy,O,98
",",O,98
in,O,98
the,O,98
midst,O,98
of,O,98
her,O,98
success,EVENT,98
",",O,98
found,EVENT,98
time,O,98
to,O,98
wish,EVENT,98
they,O,98
did,O,98
.,O,98
It,O,99
gave,O,99
her,O,99
no,O,99
extra,O,99
pleasure,O,99
that,O,99
any,O,99
one,O,99
should,O,99
be,O,99
left,O,99
in,O,99
the,O,99
cold,O,99
;,O,99
and,O,99
when,O,99
she,O,99
rose,EVENT,99
to,O,99
go,O,99
",",O,99
she,O,99
turned,EVENT,99
back,O,99
and,O,99
gave,EVENT,99
the,O,99
two,O,99
outsiders,O,99
a,O,99
nervous,O,99
little,O,99
bow,EVENT,99
.,O,99
