token,label,sentence
which,O,28
were,O,28
very,O,28
much,O,28
in,O,28
her,O,28
way,O,28
.,O,28
She,O,29
had,O,29
a,O,29
decided,O,29
mouth,O,29
",",O,29
a,O,29
comical,O,29
nose,O,29
",",O,29
and,O,29
sharp,O,29
",",O,29
gray,O,29
eyes,O,29
",",O,29
which,O,29
appeared,O,29
to,O,29
see,O,29
everything,O,29
",",O,29
and,O,29
were,O,29
by,O,29
turns,O,29
fierce,O,29
",",O,29
funny,O,29
",",O,29
or,O,29
thoughtful,O,29
.,O,29
Her,O,30
long,O,30
",",O,30
thick,O,30
hair,O,30
was,O,30
her,O,30
one,O,30
beauty,O,30
",",O,30
but,O,30
it,O,30
was,O,30
usually,O,30
bundled,O,30
into,O,30
a,O,30
net,O,30
",",O,30
to,O,30
be,O,30
out,O,30
of,O,30
her,O,30
way,O,30
.,O,30
Round,O,31
shoulders,O,31
had,O,31
Jo,O,31
",",O,31
big,O,31
hands,O,31
and,O,31
feet,O,31
",",O,31
a,O,31
flyaway,O,31
look,O,31
to,O,31
her,O,31
clothes,O,31
",",O,31
and,O,31
the,O,31
uncomfortable,O,31
appearance,O,31
of,O,31
a,O,31
girl,O,31
who,O,31
was,O,31
rapidly,O,31
shooting,O,31
up,O,31
into,O,31
a,O,31
woman,O,31
and,O,31
did,O,31
n't,O,31
like,O,31
it,O,31
.,O,31
Elizabeth,O,32
",",O,32
or,O,32
Beth,O,32
",",O,32
as,O,32
everyone,O,32
called,O,32
her,O,32
",",O,32
was,O,32
a,O,32
rosy,O,32
",",O,32
smooth-haired,O,32
",",O,32
bright-eyed,O,32
girl,O,32
of,O,32
thirteen,O,32
",",O,32
with,O,32
a,O,32
shy,O,32
manner,O,32
",",O,32
a,O,32
timid,O,32
voice,O,32
",",O,32
and,O,32
a,O,32
peaceful,O,32
expression,O,32
which,O,32
was,O,32
seldom,O,32
disturbed,O,32
.,O,32
Her,O,33
father,O,33
called,O,33
her,O,33
',O,33
Little,O,33
Miss,O,33
Tranquility,O,33
',O,33
",",O,33
and,O,33
the,O,33
name,O,33
suited,O,33
her,O,33
excellently,O,33
",",O,33
for,O,33
she,O,33
seemed,O,33
to,O,33
live,O,33
in,O,33
a,O,33
happy,O,33
world,O,33
of,O,33
her,O,33
own,O,33
",",O,33
only,O,33
venturing,O,33
out,O,33
to,O,33
meet,O,33
the,O,33
few,O,33
whom,O,33
she,O,33
trusted,O,33
and,O,33
loved,O,33
.,O,33
Amy,O,34
",",O,34
though,O,34
the,O,34
youngest,O,34
",",O,34
was,O,34
a,O,34
most,O,34
important,O,34
person,O,34
",",O,34
in,O,34
her,O,34
own,O,34
opinion,O,34
at,O,34
least,O,34
.,O,34
A,O,35
regular,O,35
snow,O,35
maiden,O,35
",",O,35
with,O,35
blue,O,35
eyes,O,35
",",O,35
and,O,35
yellow,O,35
hair,O,35
curling,O,35
on,O,35
her,O,35
shoulders,O,35
",",O,35
pale,O,35
and,O,35
slender,O,35
",",O,35
and,O,35
always,O,35
carrying,O,35
herself,O,35
like,O,35
a,O,35
young,O,35
lady,O,35
mindful,O,35
of,O,35
her,O,35
manners,O,35
.,O,35
What,O,36
the,O,36
characters,O,36
of,O,36
the,O,36
four,O,36
sisters,O,36
were,O,36
we,O,36
will,O,36
leave,O,36
to,O,36
be,O,36
found,O,36
out,O,36
.,O,36
The,O,37
clock,O,37
struck,EVENT,37
six,O,37
and,O,37
",",O,37
having,O,37
swept,EVENT,37
up,O,37
the,O,37
hearth,O,37
",",O,37
Beth,O,37
put,EVENT,37
a,O,37
pair,O,37
of,O,37
slippers,O,37
down,O,37
to,O,37
warm,O,37
.,O,37
Somehow,O,38
the,O,38
sight,EVENT,38
of,O,38
the,O,38
old,O,38
shoes,O,38
had,O,38
a,O,38
good,O,38
effect,EVENT,38
upon,O,38
the,O,38
girls,O,38
",",O,38
for,O,38
Mother,O,38
was,O,38
coming,EVENT,38
",",O,38
and,O,38
everyone,O,38
brightened,EVENT,38
to,O,38
welcome,O,38
her,O,38
.,O,38
Meg,O,39
stopped,EVENT,39
lecturing,EVENT,39
",",O,39
and,O,39
lighted,EVENT,39
the,O,39
lamp,O,39
",",O,39
Amy,O,39
got,EVENT,39
out,O,39
of,O,39
the,O,39
easy,O,39
chair,O,39
without,O,39
being,O,39
asked,O,39
",",O,39
and,O,39
Jo,O,39
forgot,EVENT,39
how,O,39
tired,O,39
she,O,39
was,O,39
as,O,39
she,O,39
sat,EVENT,39
up,O,39
to,O,39
hold,EVENT,39
the,O,39
slippers,O,39
nearer,O,39
to,O,39
the,O,39
blaze,EVENT,39
.,O,39
said,EVENT,40
Beth,O,40
.,O,40
