token,label,sentence
",",O,76
where,O,76
he,O,76
could,O,76
be,O,76
alone,O,76
with,O,76
it,O,76
",",O,76
he,O,76
had,O,76
forgotten,O,76
that,O,76
life,O,76
dealt,O,76
shocks,O,76
to,O,76
other,O,76
men,O,76
.,O,76
Somehow,O,77
this,O,77
silent,O,77
comrade,O,77
reminded,EVENT,77
him,O,77
.,O,77
One,O,78
afternoon,O,78
late,O,78
",",O,78
after,O,78
they,O,78
had,O,78
toiled,EVENT,78
up,O,78
a,O,78
white,O,78
",",O,78
winding,O,78
wash,O,78
of,O,78
sand,O,78
and,O,78
gravel,O,78
",",O,78
they,O,78
came,EVENT,78
upon,O,78
a,O,78
dry,O,78
waterhole,O,78
.,O,78
Cameron,O,79
dug,EVENT,79
deep,O,79
into,O,79
the,O,79
sand,O,79
",",O,79
but,O,79
without,O,79
avail,O,79
.,O,79
He,O,80
was,O,80
turning,EVENT,80
to,O,80
retrace,O,80
weary,O,80
steps,O,80
back,O,80
to,O,80
the,O,80
last,O,80
water,O,80
when,O,80
his,O,80
comrade,O,80
asked,EVENT,80
him,O,80
to,O,80
wait,O,80
.,O,80
Cameron,O,81
watched,EVENT,81
him,O,81
search,EVENT,81
in,O,81
his,O,81
pack,O,81
and,O,81
bring,EVENT,81
forth,O,81
what,O,81
appeared,O,81
to,O,81
be,O,81
a,O,81
small,O,81
",",O,81
forked,O,81
branch,O,81
of,O,81
a,O,81
peach,O,81
tree,O,81
.,O,81
He,O,82
grasped,EVENT,82
the,O,82
prongs,O,82
of,O,82
the,O,82
fork,O,82
and,O,82
held,EVENT,82
them,O,82
before,O,82
him,O,82
with,O,82
the,O,82
end,O,82
standing,O,82
straight,O,82
out,O,82
",",O,82
and,O,82
then,O,82
he,O,82
began,O,82
to,O,82
walk,EVENT,82
along,O,82
the,O,82
stream,O,82
bed,O,82
.,O,82
Cameron,O,83
",",O,83
at,O,83
first,O,83
amused,EVENT,83
",",O,83
then,O,83
amazed,EVENT,83
",",O,83
then,O,83
pitying,EVENT,83
",",O,83
and,O,83
at,O,83
last,O,83
curious,EVENT,83
",",O,83
kept,O,83
pace,EVENT,83
with,O,83
the,O,83
prospector,O,83
.,O,83
He,O,84
saw,EVENT,84
a,O,84
strong,O,84
tension,O,84
of,O,84
his,O,84
comrade,O,84
's,O,84
wrists,O,84
",",O,84
as,O,84
if,O,84
he,O,84
was,O,84
holding,O,84
hard,O,84
against,O,84
a,O,84
considerable,O,84
force,O,84
.,O,84
The,O,85
end,O,85
of,O,85
the,O,85
peach,O,85
branch,O,85
began,O,85
to,O,85
quiver,EVENT,85
and,O,85
turn,EVENT,85
.,O,85
Cameron,O,86
reached,EVENT,86
out,O,86
a,O,86
hand,O,86
to,O,86
touch,EVENT,86
it,O,86
",",O,86
and,O,86
was,O,86
astounded,EVENT,86
at,O,86
feeling,O,86
a,O,86
powerful,O,86
vibrant,O,86
force,EVENT,86
pulling,EVENT,86
the,O,86
branch,O,86
downward,O,86
.,O,86
He,O,87
felt,EVENT,87
it,O,87
as,O,87
a,O,87
magnetic,O,87
shock,O,87
.,O,87
The,O,88
branch,O,88
kept,O,88
turning,EVENT,88
",",O,88
and,O,88
at,O,88
length,O,88
pointed,EVENT,88
to,O,88
the,O,88
ground,O,88
.,O,88
said,EVENT,89
the,O,89
prospector,O,89
.,O,89
ejaculated,EVENT,90
Cameron,O,90
.,O,90
Had,O,91
the,O,91
man,O,91
lost,O,91
his,O,91
mind,O,91
?,O,91
Then,O,91
Cameron,O,91
stood,O,91
by,O,91
while,O,91
his,O,91
comrade,O,91
dug,EVENT,91
in,O,91
the,O,91
sand,O,91
.,O,91
Three,O,92
feet,O,92
he,O,92
dug,EVENT,92
--,O,92
four,O,92
--,O,92
five,O,92
",",O,92
and,O,92
the,O,92
sand,O,92
grew,O,92
dark,EVENT,92
",",O,92
then,O,92
moist,EVENT,92
.,O,92
At,O,93
six,O,93
feet,O,93
water,O,93
began,O,93
to,O,93
seep,EVENT,93
through,O,93
.,O,93
he,O,94
said,EVENT,94
.,O,94
Cameron,O,95
complied,EVENT,95
",",O,95
and,O,95
saw,EVENT,95
his,O,95
comrade,O,95
drop,EVENT,95
the,O,95
basket,O,95
into,O,95
the,O,95
deep,O,95
hole,O,95
",",O,95
where,O,95
it,O,95
kept,EVENT,95
the,O,95
sides,O,95
from,O,95
caving,O,95
in,O,95
and,O,95
allowed,EVENT,95
the,O,95
water,O,95
to,O,95
seep,O,95
through,O,95
.,O,95
While,O,96
Cameron,O,96
watched,EVENT,96
",",O,96
the,O,96
basket,O,96
filled,EVENT,96
.,O,96
Of,O,97
all,O,97
the,O,97
strange,O,97
incidents,O,97
of,O,97
his,O,97
desert,O,97
career,O,97
this,O,97
was,O,97
the,O,97
strangest,O,97
.,O,97
Curiously,O,98
he,O,98
picked,EVENT,98
up,O,98
the,O,98
peach,O,98
branch,O,98
and,O,98
held,EVENT,98
it,O,98
as,O,98
he,O,98
had,O,98
seen,EVENT,98
it,O,98
held,O,98
.,O,98
The,O,99
thing,O,99
",",O,99
however,O,99
",",O,99
was,O,99
dead,O,99
in,O,99
his,O,99
hands,O,99
.,O,99
